Material;Texto breve de material;Alm.;CMv;Texto;Ce.coste;Cantidad;Fe.contab.;Tipo Mov.;Consumo según Area;Año Solicitud
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;144,000;03/09/2021;Reservas;Fraccionamiento;2021
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;84,000;03/09/2021;Reservas;Fraccionamiento;2021
42-0010486;TAPA 28 SEGURIDAD GC1/2LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;03/09/2021;Reservas;Fraccionamiento;2021
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;957;ESCLUSA DE MP SAS;;120,000;14/12/2021;Reservas;Fraccionamiento;2021
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;957;ESCLUSA DE MP SAS;;120,000;17/12/2021;Reservas;Fraccionamiento;2021
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;957;ESCLUSA DE MP SAS;;120,000;21/12/2021;Reservas;Fraccionamiento;2021
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;957;ESCLUSA DE MP SAS;;120,000;14/01/2022;Reservas;Fraccionamiento;2022
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;957;ESCLUSA DE MP SAS;;120,000;18/01/2022;Reservas;Fraccionamiento;2022
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;957;ESCLUSA DE MP SAS;;120,000;21/01/2022;Reservas;Fraccionamiento;2022
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;957;ESCLUSA DE MP SAS;;90,000;25/01/2022;Reservas;Fraccionamiento;2022
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;957;ESCLUSA DE MP SAS;;120,000;30/01/2022;Reservas;Fraccionamiento;2022
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;957;ESCLUSA DE MP SAS;;120,000;09/02/2022;Reservas;Fraccionamiento;2022
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;957;ESCLUSA DE MP SAS;;120,000;11/02/2022;Reservas;Fraccionamiento;2022
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;957;ESCLUSA DE MP SAS;;120,000;16/02/2022;Reservas;Fraccionamiento;2022
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;957;ESCLUSA DE MP SAS;;90,000;18/02/2022;Reservas;Fraccionamiento;2022
42-0000836;FILTRO VARIFLOW 24 X 24 X4 65%;0101;959;TEC. SERVICIOS;500202;15,000;06/09/2021;Reservas;Mantenimiento Servicios;2021
42-0000837;PREFILT 24X24X2 35%  MX 40 205;0101;959;TEC. SERVICIOS;500202;24,000;06/09/2021;Reservas;Mantenimiento Servicios;2021
42-0007974;"12X24X2"" EFF: 30-35%";0101;959;TEC. SERVICIOS;500202;12,000;06/09/2021;Reservas;Mantenimiento Servicios;2021
42-0000836;FILTRO VARIFLOW 24 X 24 X4 65%;0101;959;TEC. SERVICIOS;500202;1,000;06/09/2021;Reservas;Mantenimiento Servicios;2021
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;I&D QUIMICO NELSON VELA;17050151;42,000;06/09/2021;Reservas;Laboratorios;2021
42-0000704;TARRO EN P.E. DE 1 LT;0101;959;I&D QUIMICO NELSON VELA;17050151;125,000;06/09/2021;Reservas;Laboratorios;2021
42-0002398;GARRAFA CUADRADA 4 LITROS;0101;959;I&D QUIMICO NELSON VELA;17050151;21,000;06/09/2021;Reservas;Laboratorios;2021
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;I&D QUIMICO NELSON VELA;17050151;42,000;06/09/2021;Reservas;Laboratorios;2021
42-0012711;TAPA 86 TARRO EN P.E. DE 1 LT;0101;959;I&D QUIMICO NELSON VELA;17050151;125,000;06/09/2021;Reservas;Laboratorios;2021
42-0015945;FRASCO 245CC;0101;959;I&D QUIMICO NELSON VELA;17050151;480,000;06/09/2021;Reservas;Laboratorios;2021
42-0015946;TAPA FRASCO 245CC;0101;959;I&D QUIMICO NELSON VELA;17050151;480,000;06/09/2021;Reservas;Laboratorios;2021
42-0015947;FRASCO AMBAR 120ML;0101;959;I&D QUIMICO NELSON VELA;17050151;105,000;06/09/2021;Reservas;Laboratorios;2021
42-0015948;TAPA FRASCO AMBAR 120ML;0101;959;I&D QUIMICO NELSON VELA;17050151;105,000;06/09/2021;Reservas;Laboratorios;2021
42-0016008;GARRAFA DE 10 LITROS  53MM;0101;959;I&D QUIMICO NELSON VELA;17050151;14,000;06/09/2021;Reservas;Laboratorios;2021
42-0016009;TAPA DE 10 LITROS  53MM;0101;959;I&D QUIMICO NELSON VELA;17050151;14,000;06/09/2021;Reservas;Laboratorios;2021
42-0016010;SUBTAPADE 10 LITROS  53MM;0101;959;I&D QUIMICO NELSON VELA;17050151;14,000;06/09/2021;Reservas;Laboratorios;2021
42-0016011;GARRAFA DE 20 LITROS  58MM;0101;959;I&D QUIMICO NELSON VELA;17050151;6,000;06/09/2021;Reservas;Laboratorios;2021
42-0016012;TAPA DE 20 LITROS 58MM;0101;959;I&D QUIMICO NELSON VELA;17050151;6,000;06/09/2021;Reservas;Laboratorios;2021
42-0016013;SUBTAPA 20 LITROS  58MM;0101;959;I&D QUIMICO NELSON VELA;17050151;6,000;06/09/2021;Reservas;Laboratorios;2021
42-0016133;FRASCO AMBAR 30CC;0101;959;I&D QUIMICO NELSON VELA;17050151;203,000;06/09/2021;Reservas;Laboratorios;2021
42-0016134;TAPA BLANCA POLY-GUAR;0101;959;I&D QUIMICO NELSON VELA;17050151;203,000;06/09/2021;Reservas;Laboratorios;2021
42-0015913;TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;30,000;07/09/2021;Reservas;Fab. Maq.;2021
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;126,000;07/09/2021;Reservas;Fraccionamiento;2021
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;ESCLUSA DE MP SAS;500210;72,000;07/09/2021;Reservas;Fraccionamiento;2021
42-0000714;GARRAFA CUADRADA DE 1/2 LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;07/09/2021;Reservas;Fraccionamiento;2021
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;72,000;07/09/2021;Reservas;Fraccionamiento;2021
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;126,000;07/09/2021;Reservas;Fraccionamiento;2021
42-0010486;TAPA 28 SEGURIDAD GC1/2LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;07/09/2021;Reservas;Fraccionamiento;2021
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;957;ESCLUSA DE MP SAS;;120,000;23/02/2022;Reservas;Fraccionamiento;2022
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;957;ESCLUSA DE MP SAS;;120,000;04/03/2022;Reservas;Fraccionamiento;2022
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;957;ESCLUSA DE MP SAS;;120,000;08/03/2022;Reservas;Fraccionamiento;2022
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;957;ESCLUSA DE MP SAS;;120,000;11/03/2022;Reservas;Fraccionamiento;2022
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;957;ESCLUSA DE MP SAS;;120,000;22/03/2022;Reservas;Fraccionamiento;2022
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;957;ESCLUSA DE MP SAS;;120,000;25/03/2022;Reservas;Fraccionamiento;2022
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;957;ESCLUSA DE MP SAS;;90,000;29/03/2022;Reservas;Fraccionamiento;2022
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;957;ESCLUSA DE MP SAS;;150,000;01/04/2022;Reservas;Fraccionamiento;2022
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;957;ESCLUSA DE MP SAS;;150,000;05/04/2022;Reservas;Fraccionamiento;2022
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;957;ESCLUSA DE MP SAS;;150,000;08/04/2022;Reservas;Fraccionamiento;2022
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;957;ESCLUSA DE MP SAS;;60,000;12/04/2022;Reservas;Fraccionamiento;2022
42-0000836;FILTRO VARIFLOW 24 X 24 X4 65%;0101;959;TEC. SERVICIOS;500202;9,000;08/09/2021;Reservas;Mantenimiento Servicios;2021
42-0015913;TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;40,000;09/09/2021;Reservas;Fab. Maq.;2021
42-0012350;PAPELHJUM BCO HS400MT0139X4RLL;0101;959;ZONA DE ENSAYOS;500402;3,000;09/09/2021;Reservas;Fab. Maq.;2021
42-0015913;TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;5,000;09/09/2021;Reservas;Fab. Maq.;2021
42-0000704;TARRO EN P.E. DE 1 LT;0101;959;I&D QUIMICO NELSON VELA;17050151;84,000;09/09/2021;Reservas;Laboratorios;2021
42-0000836;FILTRO VARIFLOW 24 X 24 X4 65%;0101;959;TEC. SERVICIOS;500202;3,000;09/09/2021;Reservas;Mantenimiento Servicios;2021
42-0012350;PAPELHJUM BCO HS400MT0139X4RLL;0101;959;SUPERVISORES DON VAPOR;500999;26,000;09/09/2021;Reservas;Don Vapor;2021
42-0012350;PAPELHJUM BCO HS400MT0139X4RLL;0101;959;DON VAPOR CENDIS;500999;40,000;10/09/2021;Reservas;Don Vapor;2021
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;126,000;10/09/2021;Reservas;Fraccionamiento;2021
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;ESCLUSA DE MP SAS;500210;216,000;10/09/2021;Reservas;Fraccionamiento;2021
42-0000714;GARRAFA CUADRADA DE 1/2 LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;10/09/2021;Reservas;Fraccionamiento;2021
42-0002398;GARRAFA CUADRADA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;84,000;10/09/2021;Reservas;Fraccionamiento;2021
42-0009885;GARRAFA CUADRADA DE 120 ML;0101;959;ESCLUSA DE MP SAS;500210;700,000;10/09/2021;Reservas;Fraccionamiento;2021
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;216,000;10/09/2021;Reservas;Fraccionamiento;2021
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;959;ESCLUSA DE MP SAS;500210;90,000;10/09/2021;Reservas;Fraccionamiento;2021
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;90,000;10/09/2021;Reservas;Fraccionamiento;2021
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;126,000;10/09/2021;Reservas;Fraccionamiento;2021
42-0010486;TAPA 28 SEGURIDAD GC1/2LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;10/09/2021;Reservas;Fraccionamiento;2021
42-0010490;TAPA 24 GARRAFA CUADRADA 120ML;0101;959;ESCLUSA DE MP SAS;500210;700,000;10/09/2021;Reservas;Fraccionamiento;2021
42-0015910;TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;60,000;11/09/2021;Reservas;Fab. Maq.;2021
42-0015912;TAPA TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;60,000;11/09/2021;Reservas;Fab. Maq.;2021
42-0015910;TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;3,000;11/09/2021;Reservas;Fab. Maq.;2021
42-0015912;TAPA TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;3,000;11/09/2021;Reservas;Fab. Maq.;2021
42-0015910;TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;60,000;11/09/2021;Reservas;Fab. Maq.;2021
42-0015912;TAPA TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;60,000;11/09/2021;Reservas;Fab. Maq.;2021
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;957;ESCLUSA DE MP SAS;;126,000;19/04/2022;Reservas;Fraccionamiento;2022
42-0015910;TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;3,000;13/09/2021;Reservas;Fab. Maq.;2021
42-0015912;TAPA TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;3,000;13/09/2021;Reservas;Fab. Maq.;2021
42-0000717;FRASCO PLASTICO DE 250 CC;0101;959;FABRICA E&S;500408;312,000;13/09/2021;Reservas;Fab.E&S;2021
42-0010481;TAPA 53 FRASCO DE 250CC;0101;959;FABRICA E&S;500408;312,000;13/09/2021;Reservas;Fab.E&S;2021
42-0000717;FRASCO PLASTICO DE 250 CC;0101;959;ÁREA DE MUESTREO M.P.;500205;312,000;14/09/2021;Reservas;Muestreo Mp;2021
42-0010481;TAPA 53 FRASCO DE 250CC;0101;959;ÁREA DE MUESTREO M.P.;500205;312,000;14/09/2021;Reservas;Muestreo Mp;2021
42-0015945;FRASCO 245CC;0101;959;ÁREA DE MUESTREO M.P.;500205;600,000;14/09/2021;Reservas;Muestreo Mp;2021
42-0015946;TAPA FRASCO 245CC;0101;959;ÁREA DE MUESTREO M.P.;500205;600,000;14/09/2021;Reservas;Muestreo Mp;2021
42-0016131;FRASCO POTERO 130CC;0101;959;ÁREA DE MUESTREO M.P.;500205;336,000;14/09/2021;Reservas;Muestreo Mp;2021
42-0016132;TAPA BLANCA ARO ALTO PROCESO;0101;959;ÁREA DE MUESTREO M.P.;500205;336,000;14/09/2021;Reservas;Muestreo Mp;2021
42-0000837;PREFILT 24X24X2 35%  MX 40 205;0101;959;JSALAMANCA-TECNICOS SERVICIOS;500202;84,000;14/09/2021;Reservas;Mantenimiento Servicios;2021
42-0007974;"12X24X2"" EFF: 30-35%";0101;959;JSALAMANCA-TECNICOS SERVICIOS;500202;24,000;14/09/2021;Reservas;Mantenimiento Servicios;2021
42-0015913;TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;30,000;14/09/2021;Reservas;Fab. Maq.;2021
42-0015914;TAPA TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;30,000;14/09/2021;Reservas;Fab. Maq.;2021
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;957;ESCLUSA DE MP SAS;;30,000;22/04/2022;Reservas;Fraccionamiento;2022
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;957;ESCLUSA DE MP SAS;;90,000;26/04/2022;Reservas;Fraccionamiento;2022
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;957;ESCLUSA DE MP SAS;;60,000;29/04/2022;Reservas;Fraccionamiento;2022
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;957;ESCLUSA DE MP SAS;;120,000;03/05/2022;Reservas;Fraccionamiento;2022
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;957;ESCLUSA DE MP SAS;;150,000;06/05/2022;Reservas;Fraccionamiento;2022
42-0016009;TAPA DE 10 LITROS  53MM;0101;957;ESCLUSA DE MP SAS;;28,000;21/07/2021;Reservas;Fraccionamiento;2021
42-0016009;TAPA DE 10 LITROS  53MM;0101;957;ESCLUSA DE MP SAS;;28,000;06/08/2021;Reservas;Fraccionamiento;2021
42-0016009;TAPA DE 10 LITROS  53MM;0101;957;ESCLUSA DE MP SAS;;14,000;13/08/2021;Reservas;Fraccionamiento;2021
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;168,000;14/09/2021;Reservas;Fraccionamiento;2021
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;ESCLUSA DE MP SAS;500210;72,000;14/09/2021;Reservas;Fraccionamiento;2021
42-0000714;GARRAFA CUADRADA DE 1/2 LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;14/09/2021;Reservas;Fraccionamiento;2021
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;72,000;14/09/2021;Reservas;Fraccionamiento;2021
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;168,000;14/09/2021;Reservas;Fraccionamiento;2021
42-0010486;TAPA 28 SEGURIDAD GC1/2LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;14/09/2021;Reservas;Fraccionamiento;2021
42-0016009;TAPA DE 10 LITROS  53MM;0101;957;ESCLUSA DE MP SAS;;14,000;17/08/2021;Reservas;Fraccionamiento;2021
42-0000837;PREFILT 24X24X2 35%  MX 40 205;0101;101;NORMAL;;184,000;15/09/2021;Ingresos;N/A;2021
42-0000836;FILTRO VARIFLOW 24 X 24 X4 65%;0101;101;NORMAL;;66,000;15/09/2021;Ingresos;N/A;2021
42-0015910;TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;40,000;16/09/2021;Reservas;Fab. Maq.;2021
42-0015912;TAPA TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;30,000;16/09/2021;Reservas;Fab. Maq.;2021
42-0015913;TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;30,000;16/09/2021;Reservas;Fab. Maq.;2021
42-0015914;TAPA TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;30,000;16/09/2021;Reservas;Fab. Maq.;2021
42-0015910;TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;2,000;16/09/2021;Reservas;Fab. Maq.;2021
42-0015912;TAPA TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;5,000;16/09/2021;Reservas;Fab. Maq.;2021
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;AREA BLANCA FABRICA HOH;500415;40,000;17/09/2021;Reservas;Fab. HoH;2021
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;AREA BLANCA FABRICA HOH;500415;40,000;17/09/2021;Reservas;Fab. HoH;2021
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;AREA BLANCA FABRICA HOH;500415;32,000;17/09/2021;Reservas;Fab. HoH;2021
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;AREA BLANCA FABRICA HOH;500415;32,000;17/09/2021;Reservas;Fab. HoH;2021
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;210,000;17/09/2021;Reservas;Fraccionamiento;2021
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;ESCLUSA DE MP SAS;500210;216,000;17/09/2021;Reservas;Fraccionamiento;2021
42-0000714;GARRAFA CUADRADA DE 1/2 LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;17/09/2021;Reservas;Fraccionamiento;2021
42-0009885;GARRAFA CUADRADA DE 120 ML;0101;959;ESCLUSA DE MP SAS;500210;700,000;17/09/2021;Reservas;Fraccionamiento;2021
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;216,000;17/09/2021;Reservas;Fraccionamiento;2021
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;210,000;17/09/2021;Reservas;Fraccionamiento;2021
42-0010486;TAPA 28 SEGURIDAD GC1/2LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;17/09/2021;Reservas;Fraccionamiento;2021
42-0010490;TAPA 24 GARRAFA CUADRADA 120ML;0101;959;ESCLUSA DE MP SAS;500210;620,000;17/09/2021;Reservas;Fraccionamiento;2021
42-0016009;TAPA DE 10 LITROS  53MM;0101;957;ESCLUSA DE MP SAS;;14,000;18/08/2021;Reservas;Fraccionamiento;2021
42-0016009;TAPA DE 10 LITROS  53MM;0101;957;ESCLUSA DE MP SAS;;14,000;27/08/2021;Reservas;Fraccionamiento;2021
42-0016009;TAPA DE 10 LITROS  53MM;0101;957;ESCLUSA DE MP SAS;;14,000;03/09/2021;Reservas;Fraccionamiento;2021
42-0016009;TAPA DE 10 LITROS  53MM;0101;957;ESCLUSA DE MP SAS;;14,000;14/09/2021;Reservas;Fraccionamiento;2021
42-0016009;TAPA DE 10 LITROS  53MM;0101;957;ESCLUSA DE MP SAS;;14,000;21/09/2021;Reservas;Fraccionamiento;2021
42-0016009;TAPA DE 10 LITROS  53MM;0101;957;ESCLUSA DE MP SAS;;14,000;24/09/2021;Reservas;Fraccionamiento;2021
42-0016009;TAPA DE 10 LITROS  53MM;0101;957;ESCLUSA DE MP SAS;;14,000;05/10/2021;Reservas;Fraccionamiento;2021
42-0016009;TAPA DE 10 LITROS  53MM;0101;957;ESCLUSA DE MP SAS;;17,000;15/10/2021;Reservas;Fraccionamiento;2021
42-0016009;TAPA DE 10 LITROS  53MM;0101;957;ESCLUSA DE MP SAS;;14,000;22/10/2021;Reservas;Fraccionamiento;2021
42-0016009;TAPA DE 10 LITROS  53MM;0101;957;ESCLUSA DE MP SAS;;14,000;29/10/2021;Reservas;Fraccionamiento;2021
42-0016009;TAPA DE 10 LITROS  53MM;0101;957;ESCLUSA DE MP SAS;;28,000;12/11/2021;Reservas;Fraccionamiento;2021
42-0016009;TAPA DE 10 LITROS  53MM;0101;957;ESCLUSA DE MP SAS;;14,000;26/11/2021;Reservas;Fraccionamiento;2021
42-0016009;TAPA DE 10 LITROS  53MM;0101;957;ESCLUSA DE MP SAS;;14,000;03/12/2021;Reservas;Fraccionamiento;2021
42-0002398;GARRAFA CUADRADA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;126,000;20/09/2021;Reservas;Fraccionamiento;2021
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;959;ESCLUSA DE MP SAS;500210;120,000;20/09/2021;Reservas;Fraccionamiento;2021
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;959;ESCLUSA DE MP SAS;500210;150,000;20/09/2021;Reservas;Fraccionamiento;2021
42-0012350;PAPELHJUM BCO HS400MT0139X4RLL;0101;959;OFICINA DON VAPOR PLANTA;500999;20,000;20/09/2021;Reservas;Don Vapor;2021
42-0010483;TAPON 38 GARRAFA 4 LITROS;0101;101;NORMAL;;2.520,000;21/09/2021;Ingresos;N/A;2021
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;101;NORMAL;;2.352,000;21/09/2021;Ingresos;N/A;2021
42-0010482;TAPA 38 SEGURIDAD GARRAFA 4 LT;0101;101;NORMAL;;2.010,000;21/09/2021;Ingresos;N/A;2021
42-0015910;TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;50,000;21/09/2021;Reservas;Fab. Maq.;2021
42-0015912;TAPA TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;30,000;21/09/2021;Reservas;Fab. Maq.;2021
42-0015913;TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;60,000;21/09/2021;Reservas;Fab. Maq.;2021
42-0015914;TAPA TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;30,000;21/09/2021;Reservas;Fab. Maq.;2021
42-0015915;TARRO 5 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;40,000;21/09/2021;Reservas;Fab. Maq.;2021
42-0016009;TAPA DE 10 LITROS  53MM;0101;957;ESCLUSA DE MP SAS;;14,000;10/12/2021;Reservas;Fraccionamiento;2021
42-0016009;TAPA DE 10 LITROS  53MM;0101;957;ESCLUSA DE MP SAS;;14,000;14/12/2021;Reservas;Fraccionamiento;2021
42-0016009;TAPA DE 10 LITROS  53MM;0101;957;ESCLUSA DE MP SAS;;14,000;21/12/2021;Reservas;Fraccionamiento;2021
42-0016009;TAPA DE 10 LITROS  53MM;0101;957;ESCLUSA DE MP SAS;;14,000;11/01/2022;Reservas;Fraccionamiento;2022
42-0016009;TAPA DE 10 LITROS  53MM;0101;957;ESCLUSA DE MP SAS;;14,000;14/01/2022;Reservas;Fraccionamiento;2022
42-0016009;TAPA DE 10 LITROS  53MM;0101;957;ESCLUSA DE MP SAS;;14,000;18/01/2022;Reservas;Fraccionamiento;2022
42-0016009;TAPA DE 10 LITROS  53MM;0101;957;ESCLUSA DE MP SAS;;14,000;25/01/2022;Reservas;Fraccionamiento;2022
42-0016009;TAPA DE 10 LITROS  53MM;0101;957;ESCLUSA DE MP SAS;;14,000;31/01/2022;Reservas;Fraccionamiento;2022
42-0015910;TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;6,000;21/09/2021;Reservas;Fab. Maq.;2021
42-0015912;TAPA TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;5,000;21/09/2021;Reservas;Fab. Maq.;2021
42-0000699;GARRAFA CUADRADA 2  LT;0101;959;ESCLUSA DE MP SAS;500210;126,000;21/09/2021;Reservas;Fraccionamiento;2021
42-0000700;GARRAFA CUADRADA 1 LT;0101;959;ESCLUSA DE MP SAS;500210;144,000;21/09/2021;Reservas;Fraccionamiento;2021
42-0000714;GARRAFA CUADRADA DE 1/2 LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;21/09/2021;Reservas;Fraccionamiento;2021
42-0000716;FRASCO PLASTICO DE 120 CC;0101;959;ESCLUSA DE MP SAS;500210;700,000;21/09/2021;Reservas;Fraccionamiento;2021
42-0010476;TAPA 38 SEGURIDAD GC1LT;0101;959;ESCLUSA DE MP SAS;500210;144,000;21/09/2021;Reservas;Fraccionamiento;2021
42-0010480;TAPA 53 FRASCO DE 120CC;0101;959;ESCLUSA DE MP SAS;500210;700,000;21/09/2021;Reservas;Fraccionamiento;2021
42-0010484;TAPA 38 SEGURIDAD GARRAFA 2 LT;0101;959;ESCLUSA DE MP SAS;500210;126,000;21/09/2021;Reservas;Fraccionamiento;2021
42-0010486;TAPA 28 SEGURIDAD GC1/2LT;0101;959;ESCLUSA DE MP SAS;500210;270,000;21/09/2021;Reservas;Fraccionamiento;2021
42-0015910;TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;50,000;22/09/2021;Reservas;Fab. Maq.;2021
42-0015912;TAPA TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;40,000;22/09/2021;Reservas;Fab. Maq.;2021
42-0015913;TARRO 10 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;60,000;22/09/2021;Reservas;Fab. Maq.;2021
42-0016009;TAPA DE 10 LITROS  53MM;0101;957;ESCLUSA DE MP SAS;;14,000;04/02/2022;Reservas;Fraccionamiento;2022
42-0015910;TARRO 19 LT (BALDE);0101;959;FABRICA DE MAQUILLAJES;500402;6,000;23/09/2021;Reservas;Fab. Maq.;2021
30-0000459;CONTENEDOR PEAD 60 LITROS;0101;101;NORMAL;;160,000;23/09/2021;Ingresos;N/A;2021
30-0000457;TAPON PEAD 60 LITROS;0101;101;NORMAL;;320,000;23/09/2021;Ingresos;N/A;2021
42-0012350;PAPELHJUM BCO HS400MT0139X4RLL;0101;959;OFICINA DON VAPOR PLANTA;500999;25,000;23/09/2021;Reservas;Don Vapor;2021
